Day,Time,Count
 Thursday -  May 9 -  2019 - Total=672,17:15,17.0
 Thursday -  May 9 -  2019 - Total=672,17:30,7.0
 Thursday -  May 9 -  2019 - Total=672,17:45,10.0
 Thursday -  May 9 -  2019 - Total=672,18:0,17.0
 Thursday -  May 9 -  2019 - Total=672,18:15,13.0
 Thursday -  May 9 -  2019 - Total=672,18:30,13.0
 Thursday -  May 9 -  2019 - Total=672,18:45,13.0
 Thursday -  May 9 -  2019 - Total=672,19:0,7.0
 Thursday -  May 9 -  2019 - Total=672,19:15,8.0
 Thursday -  May 9 -  2019 - Total=672,19:30,8.0
 Thursday -  May 9 -  2019 - Total=672,19:45,8.0
 Thursday -  May 9 -  2019 - Total=672,20:0,10.0
 Thursday -  May 9 -  2019 - Total=672,20:15,8.0
 Thursday -  May 9 -  2019 - Total=672,20:30,10.0
 Thursday -  May 9 -  2019 - Total=672,20:45,5.0
 Thursday -  May 9 -  2019 - Total=672,21:0,9.0
 Thursday -  May 9 -  2019 - Total=672,21:15,10.0
 Thursday -  May 9 -  2019 - Total=672,21:30,4.0
 Thursday -  May 9 -  2019 - Total=672,21:45,9.0
 Thursday -  May 9 -  2019 - Total=672,22:0,3.0
 Thursday -  May 9 -  2019 - Total=672,22:15,6.0
 Thursday -  May 9 -  2019 - Total=672,22:30,1.0
 Thursday -  May 9 -  2019 - Total=672,22:45,2.0
 Thursday -  May 9 -  2019 - Total=672,23:0,0.0
 Thursday -  May 9 -  2019 - Total=672,23:15,1.0
 Thursday -  May 9 -  2019 - Total=672,23:30,1.0
 Thursday -  May 9 -  2019 - Total=672,23:45,2.0
